Genero,Peso,Altura
Hombre,86.861,179.445
Hombre,89.443,173.889
Hombre,83.469,166.80700000000002
Hombre,70.378,167.71
Hombre,72.85600000000001,169.47799999999998
Hombre,85.43299999999999,172.39
Hombre,78.321,179.38299999999998
Hombre,87.852,174.63099999999997
Hombre,96.919,179.072
Hombre,74.714,165.208
Hombre,107.74799999999999,189.395
Hombre,83.23299999999999,179.735
Hombre,89.867,175.919
Hombre,86.46700000000001,176.822
Hombre,75.587,163.204
Hombre,87.634,172.423
Hombre,83.46,170.96599999999998
Hombre,94.609,189.28599999999997
Hombre,88.63600000000001,180.507
Hombre,77.765,169.83599999999998
Hombre,88.976,177.31799999999998
Hombre,85.62899999999999,173.475
Hombre,82.54,171.65400000000002
Hombre,80.775,172.58
Hombre,71.539,165.33900000000003
Hombre,89.42,177.763
Hombre,98.26100000000001,180.33599999999998
Hombre,84.602,172.878
Hombre,80.438,165.965
Hombre,83.35700000000001,170.66400000000002
Hombre,101.303,188.043
Hombre,92.729,180.00400000000002
Hombre,76.737,170.41099999999997
Hombre,79.181,172.155
Hombre,78.15899999999999,170.50599999999997
Hombre,81.963,173.636
Hombre,90.51899999999999,182.09900000000002
Hombre,90.185,175.706
Hombre,100.774,187.33599999999998
Hombre,99.08,176.141
Hombre,94.619,178.639
Hombre,90.986,182.278
Hombre,94.34700000000001,176.356
Hombre,72.73100000000001,165.34400000000002
Hombre,93.537,179.63299999999998
Hombre,82.132,174.359
Hombre,80.36,173.752
Hombre,87.656,175.554
Hombre,72.749,166.642
Hombre,77.84,173.888
Hombre,96.92,186.615
Hombre,95.10799999999999,179.56900000000002
Hombre,82.89200000000001,169.49
Hombre,85.455,181.87599999999998
Hombre,84.896,176.822
Hombre,81.03,169.22799999999998
Hombre,96.288,176.702
Hombre,88.572,177.74
Hombre,83.965,174.609
Hombre,75.42399999999999,164.46099999999998
Hombre,85.411,180.429
Hombre,72.611,163.454
Hombre,86.978,176.873
Hombre,85.042,180.88
Hombre,94.08,172.94099999999997
Hombre,90.49700000000001,178.886
Hombre,95.195,181.25900000000001
Hombre,80.937,175.805
Hombre,89.29899999999999,181.86700000000002
Hombre,85.477,174.952
Hombre,75.23100000000001,168.19400000000002
Hombre,82.125,170.09099999999998
Hombre,85.061,180.386
Hombre,85.852,174.632
Hombre,76.558,171.048
Hombre,98.039,185.196
Hombre,80.206,179.173
Hombre,88.007,174.72
Hombre,76.232,168.72099999999998
Hombre,80.85,174.553
Hombre,100.25299999999999,185.02
Hombre,74.419,171.456
Hombre,71.258,164.17
Hombre,83.385,172.04
Hombre,76.727,171.206
Hombre,75.748,167.622
Hombre,94.90799999999999,185.243
Hombre,87.557,175.537
Hombre,88.414,180.28
Hombre,98.83,177.016
Hombre,93.448,182.141
Hombre,80.58,170.93400000000003
Hombre,82.49700000000001,173.12
Hombre,91.625,173.55200000000002
Hombre,74.453,175.28900000000002
Hombre,88.65700000000001,174.761
Hombre,78.292,169.609
Hombre,82.51,174.989
Hombre,62.746,167.206
Hombre,72.322,163.738
Hombre,74.248,167.701
Hombre,86.59899999999999,169.896
Hombre,85.99700000000001,170.3
Hombre,82.775,180.46099999999998
Hombre,86.176,173.44
Hombre,84.82,171.002
Hombre,102.383,191.813
Hombre,88.891,178.84099999999998
Hombre,86.35799999999999,174.19400000000002
Hombre,79.404,173.204
Hombre,80.094,165.433
Hombre,78.278,166.12
Hombre,95.23899999999999,176.15400000000002
Hombre,76.502,165.987
Hombre,77.959,171.674
Hombre,82.809,174.963
Hombre,88.29,172.19099999999997
Hombre,66.73899999999999,157.221
Hombre,86.898,170.123
Hombre,81.346,171.142
Hombre,92.455,177.38299999999998
Hombre,74.092,164.519
Hombre,98.448,182.187
Hombre,83.03200000000001,168.31400000000002
Hombre,75.205,167.21200000000002
Hombre,92.65799999999999,185.38099999999997
Hombre,86.038,179.935
Hombre,99.148,181.082
Hombre,92.255,179.553
Hombre,63.034,157.066
Hombre,88.646,174.41099999999997
Hombre,81.352,170.794
Hombre,74.313,171.232
Hombre,75.58,167.085
Hombre,86.096,174.358
Hombre,87.863,176.34400000000002
Hombre,85.681,168.705
Hombre,91.54799999999999,176.699
Hombre,88.20299999999999,174.208
Hombre,94.904,181.035
Hombre,86.488,176.718
Hombre,89.43700000000001,179.80200000000002
Hombre,84.244,172.388
Hombre,84.819,179.101
Hombre,79.73,180.79
Hombre,93.616,185.44299999999998
Hombre,60.629,153.561
Hombre,85.744,175.408
Hombre,85.85600000000001,175.976
Hombre,83.249,172.399
Hombre,105.023,193.01
Hombre,91.45700000000001,183.01
Hombre,84.758,174.71200000000002
Hombre,78.63,165.46599999999998
Hombre,82.581,167.05700000000002
Hombre,85.134,177.641
Hombre,95.624,184.958
Hombre,78.764,174.226
Hombre,75.722,173.796
Hombre,65.068,161.44299999999998
Hombre,78.916,170.468
Hombre,89.225,178.864
Hombre,100.975,186.325
Hombre,75.34100000000001,166.67
Hombre,77.046,172.235
Hombre,97.766,180.67
Hombre,77.90899999999999,170.484
Hombre,98.08200000000001,186.207
Hombre,73.098,160.667
Hombre,86.96700000000001,174.53799999999998
Hombre,80.275,175.69099999999997
Hombre,91.874,178.71099999999998
Hombre,80.111,175.442
Hombre,86.682,173.493
Hombre,75.043,166.662
Hombre,83.83,175.798
Hombre,85.09100000000001,174.72299999999998
Hombre,94.41,186.36
Hombre,73.032,166.68400000000003
Hombre,97.34100000000001,186.472
Hombre,92.915,176.175
Hombre,82.89,169.12599999999998
Hombre,94.31299999999999,184.859
Hombre,93.574,172.92700000000002
Hombre,94.736,181.74900000000002
Hombre,92.194,179.80200000000002
Hombre,88.01100000000001,169.547
Hombre,86.066,173.30599999999998
Hombre,90.461,181.22799999999998
Hombre,75.077,164.97400000000002
Hombre,80.809,169.06
Hombre,83.88600000000001,174.07
Hombre,87.111,175.209
Hombre,102.837,180.75599999999997
Hombre,86.648,174.785
Hombre,79.48100000000001,168.745
Hombre,78.624,173.80900000000003
Hombre,79.56,170.72400000000002
Hombre,90.556,181.484
Hombre,80.04,173.94400000000002
Hombre,83.787,176.793
Hombre,84.84,176.791
Hombre,84.899,183.25799999999998
Hombre,74.895,165.86700000000002
Hombre,77.325,167.834
Hombre,96.48,176.828
Hombre,88.102,179.873
Hombre,91.243,176.882
Hombre,90.973,181.305
Hombre,70.59899999999999,163.83100000000002
Hombre,79.398,173.739
Hombre,82.59,173.005
Hombre,85.185,174.78400000000002
Hombre,79.438,175.89
Hombre,88.296,176.146
Hombre,87.65,185.144
Hombre,65.895,156.516
Hombre,86.656,174.11900000000003
Hombre,94.985,180.169
Hombre,90.88600000000001,183.043
Hombre,94.494,182.97799999999998
Hombre,81.671,171.49099999999999
Hombre,75.347,171.82
Hombre,86.583,178.578
Hombre,79.933,166.48
Hombre,93.385,178.44
Hombre,89.777,182.31599999999997
Hombre,87.1,173.27200000000002
Hombre,78.517,173.493
Hombre,77.259,166.609
Hombre,93.345,181.426
Hombre,88.305,186.275
Hombre,94.12799999999999,179.947
Hombre,91.6,179.03400000000002
Hombre,85.087,182.297
Hombre,73.321,160.209
Hombre,81.837,171.72299999999998
Hombre,70.89699999999999,167.373
Hombre,81.21,173.10299999999998
Hombre,83.804,176.459
Hombre,77.237,174.22099999999998
Hombre,89.538,178.079
Hombre,86.757,174.851
Hombre,70.263,163.072
Hombre,86.86200000000001,177.85
Hombre,71.708,174.36599999999999
Hombre,78.837,176.403
Hombre,76.965,174.727
Hombre,81.65,170.013
Hombre,77.184,166.865
Hombre,80.653,173.535
Hombre,85.066,174.545
Hombre,81.842,176.185
Hombre,96.694,183.795
Hombre,94.333,189.834
Hombre,86.405,180.074
Hombre,97.501,188.125
Hombre,70.331,163.167
Hombre,93.178,180.66299999999998
Hombre,79.814,170.1
Hombre,103.37299999999999,187.78799999999998
Hombre,78.57600000000001,162.33700000000002
Hombre,73.65100000000001,173.72099999999998
Hombre,95.69200000000001,183.28900000000002
Hombre,92.65299999999999,173.144
Hombre,74.835,164.606
Hombre,87.853,174.801
Hombre,94.36399999999999,182.03099999999998
Hombre,82.165,171.275
Hombre,86.37299999999999,176.071
Hombre,71.958,161.062
Hombre,58.464,153.82
Hombre,87.95100000000001,178.785
Hombre,83.904,171.291
Hombre,102.73899999999999,188.859
Hombre,88.51,177.92
Hombre,94.89200000000001,182.352
Hombre,95.11,188.273
Hombre,98.85,179.048
Hombre,75.782,164.005
Hombre,83.69,173.176
Hombre,86.52600000000001,180.83700000000002
Hombre,79.67699999999999,170.11
Hombre,90.456,178.734
Hombre,76.223,164.58599999999998
Hombre,55.637,156.36700000000002
Hombre,71.959,157.564
Hombre,89.412,172.24099999999999
Hombre,73.373,176.354
Hombre,91.12799999999999,184.3
Hombre,88.088,179.435
Hombre,73.494,169.446
Hombre,79.127,180.697
Hombre,94.319,181.804
Hombre,92.34899999999999,185.37
Hombre,94.67299999999999,174.428
Hombre,75.536,166.65900000000002
Hombre,101.48200000000001,187.18
Hombre,87.126,175.25
Hombre,77.907,175.703
Hombre,86.12799999999999,180.192
Hombre,70.57300000000001,160.781
Hombre,81.97200000000001,177.41099999999997
Hombre,68.344,164.778
Hombre,86.70299999999999,177.085
Hombre,83.93799999999999,177.37599999999998
Hombre,88.322,179.675
Hombre,78.541,178.80599999999998
Hombre,73.702,165.769
Hombre,73.623,170.298
Hombre,78.531,166.583
Hombre,95.90100000000001,186.502
Hombre,78.023,172.155
Hombre,77.61,166.399
Hombre,88.211,180.46
Hombre,79.23899999999999,165.96099999999998
Hombre,78.593,165.502
Hombre,63.05,156.847
Hombre,97.061,187.085
Hombre,97.191,182.657
Hombre,83.24799999999999,177.908
Hombre,75.725,170.29
Hombre,68.26100000000001,167.166
Hombre,84.42399999999999,170.315
Hombre,91.571,178.045
Hombre,101.02,189.78599999999997
Hombre,66.569,163.363
Hombre,93.09899999999999,177.175
Hombre,92.866,182.078
Hombre,93.635,185.472
Hombre,90.194,185.705
Hombre,73.949,168.084
Hombre,80.98100000000001,167.733
Hombre,91.275,175.218
Hombre,87.634,173.294
Hombre,82.919,178.12400000000002
Hombre,84.792,176.579
Hombre,70.545,166.081
Hombre,89.456,174.82
Hombre,94.311,187.23
Hombre,71.444,167.47
Hombre,82.90899999999999,173.264
Hombre,89.274,178.112
Hombre,92.0,182.80700000000002
Hombre,90.385,182.485
Hombre,70.032,166.332
Hombre,76.12,162.159
Hombre,90.75,177.90200000000002
Hombre,79.203,166.963
Hombre,88.53,176.895
Hombre,89.087,172.765
Hombre,75.118,172.253
Hombre,105.335,189.623
Hombre,86.76100000000001,185.5
Hombre,87.277,175.607
Hombre,70.685,162.895
Hombre,74.16,171.39
Hombre,93.051,185.024
Hombre,76.541,168.778
Hombre,94.228,187.41400000000002
Hombre,94.819,178.90099999999998
Hombre,93.13799999999999,180.797
Hombre,80.048,166.673
Hombre,96.37,178.30599999999998
Hombre,66.789,155.755
Hombre,98.751,189.83700000000002
Hombre,86.83200000000001,180.58900000000003
Hombre,74.194,169.52900000000002
Hombre,89.728,180.43599999999998
Hombre,98.684,190.101
Hombre,101.37100000000001,185.136
Hombre,98.315,179.33900000000003
Hombre,76.938,170.05700000000002
Hombre,66.117,169.863
Hombre,76.91,175.56799999999998
Hombre,71.899,164.69
Hombre,83.046,172.826
Hombre,79.773,174.407
Hombre,84.906,171.669
Hombre,71.96,175.173
Hombre,85.036,172.7
Hombre,68.48100000000001,165.988
Hombre,78.495,175.864
Hombre,74.553,166.891
Hombre,84.178,179.968
Hombre,84.521,166.674
Hombre,74.01899999999999,163.985
Hombre,89.096,172.783
Hombre,86.27600000000001,176.12
Hombre,84.635,167.528
Hombre,79.579,175.84799999999998
Hombre,82.74,174.07299999999998
Hombre,99.50200000000001,186.61700000000002
Hombre,97.58200000000001,193.641
Hombre,89.897,180.285
Hombre,74.1,163.377
Hombre,74.01,167.61900000000003
Hombre,85.025,175.18200000000002
Hombre,68.312,161.32299999999998
Hombre,91.08200000000001,177.08900000000003
Hombre,81.757,174.453
Hombre,92.914,180.69799999999998
Hombre,91.54799999999999,175.96400000000003
Hombre,104.744,186.676
Hombre,87.719,172.81900000000002
Hombre,89.959,184.081
Hombre,87.585,178.665
Hombre,84.738,177.993
Hombre,88.008,174.516
Hombre,89.104,175.342
Hombre,70.419,169.773
Hombre,93.947,180.635
Hombre,77.149,174.261
Hombre,97.806,180.546
Hombre,86.226,177.926
Hombre,93.291,178.61599999999999
Hombre,91.229,173.722
Hombre,92.609,181.48
Hombre,72.297,164.958
Hombre,94.05799999999999,178.67700000000002
Hombre,85.21600000000001,177.146
Hombre,75.631,161.768
Hombre,88.76700000000001,177.782
Hombre,92.88799999999999,178.419
Hombre,73.5,170.845
Hombre,75.31,169.986
Hombre,76.26899999999999,172.817
Hombre,83.045,175.676
Hombre,76.295,157.923
Hombre,83.459,176.263
Hombre,77.835,168.76
Hombre,98.781,191.34400000000002
Hombre,86.376,177.64700000000002
Hombre,89.014,179.72400000000002
Hombre,82.23200000000001,176.891
Hombre,78.744,167.918
Hombre,94.113,179.07299999999998
Hombre,72.683,161.004
Hombre,85.914,178.66299999999998
Hombre,87.235,171.02700000000002
Hombre,96.319,180.972
Hombre,85.412,173.855
Hombre,92.46600000000001,181.051
Hombre,86.022,178.91
Hombre,89.15700000000001,180.595
Hombre,86.80799999999999,179.115
Hombre,102.416,188.22099999999998
Hombre,82.93299999999999,160.659
Hombre,77.294,173.12099999999998
Hombre,79.116,171.01
Hombre,89.148,179.18
Hombre,88.351,170.268
Hombre,82.699,171.84400000000002
Hombre,81.455,173.91299999999998
Hombre,86.571,174.332
Hombre,89.221,179.442
Hombre,73.635,169.91
Hombre,74.725,164.766
Hombre,84.338,176.783
Hombre,86.73299999999999,173.415
Hombre,93.295,179.52599999999998
Hombre,106.439,192.998
Hombre,79.851,172.445
Hombre,90.166,177.166
Hombre,91.314,175.815
Hombre,96.819,180.896
Hombre,90.515,179.83900000000003
Hombre,64.729,166.342
Hombre,91.242,179.588
Hombre,82.99600000000001,171.502
Hombre,89.829,179.498
Hombre,79.189,174.959
Hombre,88.389,180.567
Hombre,92.03399999999999,177.183
Hombre,74.982,168.201
Hombre,93.79799999999999,177.98
Hombre,69.15899999999999,159.154
Hombre,65.559,168.722
Hombre,70.829,165.16
Hombre,95.03200000000001,181.278
Hombre,82.88799999999999,176.054
Hombre,90.75299999999999,177.489
Hombre,73.874,165.93900000000002
Hombre,70.119,162.56799999999998
Hombre,84.985,174.44400000000002
Hombre,79.658,175.641
Hombre,78.027,170.643
Hombre,84.361,173.11900000000003
Hombre,91.9,176.38400000000001
Hombre,82.15100000000001,165.54
Hombre,90.727,184.96900000000002
Hombre,80.47,168.87099999999998
Hombre,90.725,175.295
Hombre,83.823,166.551
Hombre,83.633,170.32
Hombre,78.668,165.895
Hombre,94.902,185.361
Hombre,81.289,172.74400000000003
Hombre,75.37100000000001,168.475
Hombre,89.191,183.204
Hombre,83.169,171.50099999999998
Hombre,90.24700000000001,178.595
Hombre,90.04799999999999,180.465
Hombre,90.605,176.011
Hombre,90.696,178.33900000000003
Hombre,89.458,176.028
Hombre,71.154,159.82399999999998
Hombre,82.537,171.981
Hombre,92.488,185.446
Hombre,86.881,184.653
Hombre,88.426,180.015
Hombre,97.39200000000001,183.05200000000002
Hombre,82.941,182.58599999999998
Hombre,86.87200000000001,179.519
Hombre,76.722,168.47799999999998
Hombre,93.39,182.775
Hombre,75.373,171.845
Hombre,88.98899999999999,180.695
Hombre,75.592,166.135
Hombre,72.237,170.442
Hombre,91.95700000000001,182.972
Hombre,67.351,160.219
Hombre,81.523,175.847
Hombre,97.734,178.37900000000002
Hombre,84.882,172.296
Hombre,79.382,177.43
Hombre,59.138999999999996,156.708
Hombre,72.098,166.655
Hombre,87.15100000000001,178.93900000000002
Hombre,82.37299999999999,176.488
Hombre,85.044,171.456
Hombre,85.745,172.446
Hombre,73.399,168.58700000000002
Hombre,88.943,175.542
Hombre,82.454,163.716
Hombre,89.62700000000001,187.044
Hombre,83.331,171.97400000000002
Hombre,75.256,169.136
Hombre,80.15899999999999,174.778
Hombre,102.895,194.49599999999998
Hombre,80.72,175.44799999999998
Hombre,101.675,186.22299999999998
Hombre,85.87799999999999,176.102
Hombre,90.74799999999999,182.804
Hombre,80.535,178.614
Hombre,74.55,169.579
Hombre,78.263,167.69799999999998
Hombre,80.538,173.99900000000002
Hombre,72.079,169.007
Hombre,80.10600000000001,177.46099999999998
Hombre,69.56,168.041
Hombre,93.94200000000001,184.315
Hombre,76.475,162.55200000000002
Hombre,82.04700000000001,177.34900000000002
Hombre,91.681,179.495
Hombre,83.4,184.386
Hombre,90.119,172.666
Hombre,93.229,185.467
Hombre,88.71799999999999,179.3
Hombre,85.7,176.59799999999998
Hombre,88.988,174.929
Hombre,99.521,185.618
Hombre,80.791,173.43400000000003
Hombre,80.191,173.278
Hombre,91.426,180.672
Hombre,99.80799999999999,185.975
Hombre,89.775,176.65099999999998
Hombre,91.615,178.305
Hombre,67.94800000000001,167.747
Hombre,103.00399999999999,194.13099999999997
Hombre,83.84299999999999,180.09900000000002
Hombre,76.661,168.524
Hombre,82.098,167.229
Hombre,85.33,179.24400000000003
Hombre,70.96300000000001,164.75400000000002
Hombre,78.817,168.701
Hombre,99.906,187.033
Hombre,87.831,177.168
Hombre,85.345,175.674
Hombre,69.347,169.05900000000003
Hombre,81.003,175.232
Hombre,78.242,173.893
Hombre,86.21600000000001,178.33700000000002
Hombre,93.979,182.263
Hombre,86.663,179.757
Hombre,89.12,177.96400000000003
Hombre,85.557,171.736
Hombre,93.63799999999999,173.50400000000002
Hombre,85.037,175.28900000000002
Hombre,85.10600000000001,171.456
Hombre,98.036,181.22099999999998
Hombre,91.29700000000001,180.7
Hombre,91.693,180.155
Hombre,65.266,163.651
Hombre,82.335,169.722
Hombre,90.618,183.02700000000002
Hombre,87.34299999999999,178.345
Hombre,72.37,163.368
Hombre,95.569,188.604
Hombre,73.124,165.482
Hombre,96.375,184.037
Hombre,70.123,166.263
Hombre,87.742,174.46900000000002
Hombre,94.59899999999999,185.30200000000002
Hombre,89.17299999999999,177.331
Hombre,80.792,177.33900000000003
Hombre,87.456,182.108
Hombre,81.408,169.262
Hombre,86.137,171.707
Hombre,87.965,175.269
Hombre,81.949,175.2
Hombre,83.666,174.77900000000002
Hombre,75.706,167.891
Hombre,81.09100000000001,167.674
Hombre,81.98700000000001,174.84099999999998
Hombre,72.827,166.10299999999998
Hombre,66.903,158.81799999999998
Hombre,73.207,169.063
Hombre,84.34,170.11900000000003
Hombre,78.61399999999999,176.50900000000001
Hombre,108.069,188.326
Hombre,93.76,179.77200000000002
Hombre,88.319,179.47
Hombre,74.245,172.06
Hombre,81.77,169.91400000000002
Hombre,79.335,168.579
Hombre,82.49600000000001,169.766
Hombre,78.408,174.342
Hombre,94.449,182.19400000000002
Hombre,87.756,178.78099999999998
Hombre,84.86200000000001,175.315
Hombre,72.877,168.63299999999998
Hombre,102.585,194.71200000000002
Hombre,80.222,172.854
Hombre,83.984,169.354
Hombre,99.16,188.122
Hombre,82.90899999999999,177.019
Hombre,89.727,179.227
Hombre,74.056,168.31799999999998
Hombre,87.477,182.183
Hombre,77.22800000000001,167.043
Hombre,98.27600000000001,184.387
Hombre,85.01799999999999,177.32299999999998
Hombre,80.407,175.44
Hombre,67.704,162.43
Hombre,64.914,163.87099999999998
Hombre,66.245,164.595
Hombre,83.24799999999999,173.55599999999998
